1;pr;713002280434450432;cs;Thu Mar 24 14:59:25 CET 2016;New post: "iPad Pro je už možné v některých zemích předobjednat – v ČR stále žádná zmínka" 
0;-;713002312826945537;cs;Thu Mar 24 14:59:32 CET 2016;"Nejpromyšlenější plány mají největší tendenci selhat. Většinou se do nich přimíchá nějaký nesmyslný detail, s... 
1;kr;713002317608566785;cs;Thu Mar 24 14:59:34 CET 2016;Uprchlíci jsou s nervy u konce, v Idomeni hrozí velké nepokoje +VIDEO 
1;po;713002433937543168;cs;Thu Mar 24 15:00:01 CET 2016;Zahraniční tisk: Polsko v reakci na útoky v #Brussels uzavřelo #hranice rozsudek nad Radovanem #Karadzic em  
1;ku;713001823989342209;cs;Thu Mar 24 14:57:36 CET 2016;Deadpool, Star Wars, House of Cards, Daredevil. Velikonoce se zdá ponesou v duchu kvalitní filmařiny a dohánění předešlejch restů.
0;-;713002303750598656;cs;Thu Mar 24 14:59:30 CET 2016;- Věříš v Boha?  - Věřím v lidi.
0;-;713002236100624385;cs;Thu Mar 24 14:59:14 CET 2016;Právě hraji Biathlon Maniu. Přidej se i ty a zkus mě porazit! 
1;po;713002364005912577;cs;Thu Mar 24 14:59:45 CET 2016;Opravdu jsem zvědav na návštěvu čínského prezidenta. Minimálně si zavzpomínám na dětství...
0;-;713001955350675458;cs;Thu Mar 24 14:58:07 CET 2016;RT @SevcikPetr: Opakování: Babiš je symptom. Příčinou je systém umožňující zbohatnutí přisátím na veřejné rozpočty. Bez změny systému přijd…
0;-;713002039350075393;cs;Thu Mar 24 14:58:27 CET 2016;já: "můžu jít ven?" taťka: "můžeš jít ven, až to tu uklidíš" já: "už můžu?" taťka: "ne, jsi nemocná, určitě ještě kašleš"
0;-;713002124225953792;cs;Thu Mar 24 14:58:48 CET 2016;Arnold v novém yorku 1968  To je vykuk😂 
0;-;713002157281251328;cs;Thu Mar 24 14:58:55 CET 2016;RT @etabery: Cimrman: Na čem pracujete, doktore Čechove? Čechov: Píši „Dvě sestry“. Cimrman: A není to málo, Antone Pavloviči?
1;pr;713001983268007936;cs;Thu Mar 24 14:58:14 CET 2016;RT @tomashala: HSTS pomáhá opustit nešifrovaný HTTP protokol. A víte, že obdobně se nyní chystá SMTP Strict Transport Security: 
0;-;713002221936492545;cs;Thu Mar 24 14:59:11 CET 2016;Více než 60 let po románu Most přes řeku Kwai se ke stejnému tématu vrací Richard Flanagan. #recenze 
1;ji;713002474211246080;cs;Thu Mar 24 15:00:11 CET 2016;Milé setkání s českými studenty v Paříži, je hezké vidět energii a ochotu poznávat svět... 
0;-;713002489520517120;cs;Thu Mar 24 15:00:15 CET 2016;Úplně ten náhrobek vidím: ZDE SE NA VĚKY UŽÍRÁ ČLOVĚK, KTERÝ Z CELÉHO SRDCE ZÁVIDĚL VÁCLAVU HAVLOVI. 
0;-;713002565764513792;cs;Thu Mar 24 15:00:33 CET 2016;RT @Sabcaa_: Čím víc sledujících (kdekoliv), tím víc nenávisti vůči té osobě. Protože se totiž najednou děsně změnila.
1;kr;713002571741302784;cs;Thu Mar 24 15:00:34 CET 2016;Na letišti zřejmě zahynul pyrotechnik teroristů Laachraoui 
0;-;713002629882884096;cs;Thu Mar 24 15:00:48 CET 2016;@Jurrasek neboj nic,těch pár hodinek už někde v klidu v koutě vydržím 😂😂
0;-;713002664108363776;cs;Thu Mar 24 15:00:56 CET 2016;Jak předejít dalším útokům? Významný analytik má pro Evropu jasný vzkaz 
0;-;713002674371698688;cs;Thu Mar 24 15:00:59 CET 2016;Započítává se práce, kterou bych vykonávala na poloviční úvazek?: Otázka: Dobrý den, prosím Vás ještě nejsem v... 
0;-;713002753832919040;cs;Thu Mar 24 15:01:18 CET 2016;...kdo může říct, že si to pamatuje....? #cruyff 
1;po;713002766570926080;cs;Thu Mar 24 15:01:21 CET 2016;Belgičtí ministři nabídli rezignace, Khalid měl prý komplice: Brusel /SLEDUJEME TŘETÍ DEN PO ÚTOCÍCH ON-LINE/ - Sebevražedný… #Zprávy
